Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.3-192.168.10.15-53-64620-17,192.168.10.15,64620,192.168.10.3,53,17,4/7/2017 11:30,23827,2,2,70,158,35,35,35,0,79,79,79,0,9568.976371,167.8767784,7942.333333,13749.59666,23819,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,88,83.93838922,83.93838922,35,79,52.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,65.75,35,79,64,0,0,0,0,0,0,2,70,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.19-53-55405-17,192.168.10.19,55405,192.168.10.3,53,17,7/7/2017 11:51,254,2,2,78,486,39,39,39,0,243,243,243,0,2220472.441,15748.0315,84.66666667,103.9679438,202,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,7874.015748,7874.015748,39,243,120.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,150.75,39,243,40,0,0,0,0,0,0,2,78,2,486,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-74.217.63.16-49999-443-6,192.168.10.14,49999,74.217.63.16,443,6,5/7/2017 9:23,2670712,7,6,771,3826,430,0,110.1428571,160.6097014,1590,0,637.6666667,715.1742911,1721.263843,4.867615827,222559.3333,687199.9737,2401480,39,2639693,439948.8333,962815.3341,2401480,562,2640621,528124.2,1139238.468,2565792,215,0,0,0,0,152,132,2.621023907,2.24659192,0,1590,328.3571429,535.4594874,286716.8626,0,0,0,1,0,0,0,0,0,353.6153846,110.1428571,637.6666667,152,0,0,0,0,0,0,7,771,6,3826,8192,131,6,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-52627-17,192.168.10.14,52627,192.168.10.3,53,17,4/7/2017 3:36,30992,2,2,70,178,35,35,35,0,89,89,89,0,8002.065049,129.0655653,10330.66667,17809.23509,30895,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,64,64,64.53278265,64.53278265,35,89,56.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,70.75,35,89,64,0,0,0,0,0,0,2,70,2,178,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
162.125.4.1-192.168.10.9-443-1741-6,192.168.10.9,1741,162.125.4.1,443,6,7/7/2017 10:05,76337728,11,13,1065,1067,293,6,96.81818182,98.30240911,293,6,82.07692308,121.0932571,27.9285231,0.31439238,3319031.652,7698163.86,24400000,3,76300000,7631490.9,10400000,24500000,102,76300000,6361477.083,9871933.416,24400000,3,1,0,0,0,220,260,0.144096508,0.170295873,6,293,97,114.3656417,13079.5,0,1,0,0,1,0,0,0,1,101.0416667,96.81818182,82.07692308,220,0,0,0,0,0,0,11,1065,13,1067,703,726,10,20,42050.75,2123.994409,43930,39617,19000000,5989551.893,24400000,10900000,BENIGN
172.16.0.1-192.168.10.51-443-49553-6,192.168.10.51,49553,172.16.0.1,443,6,5/7/2017 11:15,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,252,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-55331-17,192.168.10.8,55331,192.168.10.3,53,17,3/7/2017 4:49,30828,2,2,64,320,32,32,32,0,160,160,160,0,12456.20864,129.7521733,10276,17793.35795,30822,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,64.87608667,64.87608667,32,160,83.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,104,32,160,40,0,0,0,0,0,0,2,64,2,320,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-23.61.187.27-57780-80-6,192.168.10.16,57780,23.61.187.27,80,6,7/7/2017 1:17,5569901,3,1,0,0,0,0,0,0,0,0,0,0,0,0.718145619,1856633.667,3182240.753,5531101,72,5569901,2784950.5,3883643.281,5531101,38800,0,0,0,0,0,0,0,0,0,104,40,0.538609214,0.179536405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-51284-80-6,172.16.0.1,51284,192.168.10.50,80,6,5/7/2017 10:55,98478834,8,6,376,11595,376,0,47,132.9360749,5792,0,1932.5,2181.008184,121.5591159,0.142162528,7575294.923,27300000,98300000,1,98300000,14000000,37200000,98300000,1,151571,30314.2,61655.42244,140283,45,0,0,0,0,264,200,0.08123573,0.060926798,0,5792,798.0666667,1620.825207,2627074.352,0,0,0,0,1,0,0,0,0,855.0714286,47,1932.5,264,0,0,0,0,0,0,8,376,6,11595,251,235,1,32,951,0,951,951,98300000,0,98300000,98300000,DoS Hulk
172.16.0.1-192.168.10.50-55276-80-6,172.16.0.1,55276,192.168.10.50,80,6,7/7/2017 4:00,9457728,4,0,24,0,6,6,6,0,0,0,0,0,2.537607341,0.422934557,3152576,5458701.97,9455742,4,9457728,3152576,5458701.97,9455742,4,0,0,0,0,0,0,0,0,0,80,0,0.422934557,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1986,0,1986,1986,9455742,0,9455742,9455742,DDoS
172.16.0.1-192.168.10.50-34978-366-6,172.16.0.1,34978,192.168.10.50,366,6,7/7/2017 2:55,63,1,1,0,6,0,0,0,0,6,6,6,0,95238.09524,31746.03175,63,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,15873.01587,15873.01587,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
172.16.0.1-192.168.10.50-48230-416-6,172.16.0.1,48230,192.168.10.50,416,6,7/7/2017 2:55,36,1,1,0,6,0,0,0,0,6,6,6,0,166666.6667,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,27777.77778,27777.77778,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
192.168.10.3-192.168.10.17-53-28726-17,192.168.10.17,28726,192.168.10.3,53,17,3/7/2017 3:00,185,2,2,88,350,44,44,44,0,175,175,175,0,2367567.568,21621.62162,61.66666667,101.6136474,179,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10810.81081,10810.81081,44,175,96.4,71.75165503,5148.3,0,0,0,0,0,0,0,0,1,120.5,44,175,64,0,0,0,0,0,0,2,88,2,350,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61507-17,192.168.10.3,61507,192.168.10.1,53,17,7/7/2017 4:22,126679,1,1,41,41,41,41,41,0,41,41,41,0,647.3053939,15.78793644,126679,0,126679,126679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,7.893968219,7.893968219,41,41,41,0,0,0,0,0,0,0,0,0,0,1,61.5,41,41,20,0,0,0,0,0,0,1,41,1,41,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-49879-17,192.168.10.8,49879,192.168.10.3,53,17,7/7/2017 11:24,193,2,2,58,490,29,29,29,0,245,245,245,0,2839378.238,20725.3886,64.33333333,107.0996421,188,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,10362.6943,10362.6943,29,245,115.4,118.3080724,13996.8,0,0,0,0,0,0,0,0,1,144.25,29,245,40,0,0,0,0,0,0,2,58,2,490,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.51-53-56116-17,192.168.10.51,56116,192.168.10.3,53,17,3/7/2017 2:23,91379,2,2,66,292,33,33,33,0,146,146,146,0,3917.749155,43.77373357,30459.66667,52714.39357,91329,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,64,40,21.88686679,21.88686679,33,146,78.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,97.75,33,146,64,0,0,0,0,0,0,2,66,2,292,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-15227-80-6,172.16.0.1,15227,192.168.10.50,80,6,7/7/2017 3:57,2931944,4,0,24,0,6,6,6,0,0,0,0,0,8.185695225,1.364282537,977314.6667,1691898.766,2930951,4,2931944,977314.6667,1691898.766,2930951,4,0,0,0,0,0,0,0,0,0,80,0,1.364282537,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
192.168.10.3-192.168.10.9-53-58286-17,192.168.10.9,58286,192.168.10.3,53,17,3/7/2017 2:52,171,2,2,82,248,41,41,41,0,124,124,124,0,1929824.561,23391.81287,57,93.53074361,165,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11695.90643,11695.90643,41,124,74.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,92.75,41,124,64,0,0,0,0,0,0,2,82,2,248,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-54.192.36.228-54085-443-6,192.168.10.15,54085,54.192.36.228,443,6,3/7/2017 4:20,116573472,25,25,1160,18062,357,0,46.4,99.97041229,2323,0,722.48,834.1116092,164.8917174,0.42891405,2379050.449,4212561.22,10000658,3,116573472,4857228,4975715.227,10031676,3,111198469,4633269.542,5074311.732,10031550,49,0,0,0,0,512,644,0.214457025,0.214457025,0,2323,376.9019608,675.2202383,455922.3702,0,0,0,1,0,0,0,0,1,384.44,46.4,722.48,512,0,0,0,0,0,0,25,1160,25,18062,8192,127,24,20,102377.75,247376.641,887904,30804,9612078,1344091.323,10000658,5344015,BENIGN
192.168.10.16-61.251.165.12-56648-80-6,192.168.10.16,56648,61.251.165.12,80,6,6/7/2017 3:40,23074,2,0,0,0,0,0,0,0,0,0,0,0,0,86.67764584,23074,0,23074,23074,23074,23074,0,23074,23074,0,0,0,0,0,0,0,0,0,64,0,86.67764584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,30016,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-63993-17,192.168.10.15,63993,192.168.10.3,53,17,6/7/2017 9:25,199,2,2,58,242,29,29,29,0,121,121,121,0,1507537.688,20100.50251,66.33333333,74.21814693,148,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,10050.25126,10050.25126,29,121,65.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,82.25,29,121,64,0,0,0,0,0,0,2,58,2,242,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
162.208.22.34-192.168.10.5-443-56665-6,162.208.22.34,443,192.168.10.5,56665,6,5/7/2017 3:13,35585,2,1,280,6,274,6,140,189.5046174,6,6,6,0,8037.094281,84.30518477,17792.5,25037.94402,35497,88,35585,35585,0,35585,35585,0,0,0,0,0,1,0,0,0,40,20,56.20345651,28.10172826,6,274,140,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140,6,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-61757-17,192.168.10.14,61757,192.168.10.3,53,17,4/7/2017 9:48,158,2,2,86,158,43,43,43,0,79,79,79,0,1544303.797,25316.4557,52.66666667,53.15386471,108,2,48,48,0,48,48,2,2,0,2,2,0,0,0,0,64,64,12658.22785,12658.22785,43,79,57.4,19.71801207,388.8,0,0,0,0,0,0,0,0,1,71.75,43,79,64,0,0,0,0,0,0,2,86,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-40572-80-6,172.16.0.1,40572,192.168.10.50,80,6,5/7/2017 11:17,20173974,2,0,0,0,0,0,0,0,0,0,0,0,0,0.099137631,20200000,0,20200000,20200000,20200000,20200000,0,20200000,20200000,0,0,0,0,0,0,0,0,0,64,0,0.099137631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0,0,0,0,20200000,0,20200000,20200000,DoS GoldenEye
192.168.10.5-199.102.234.32-49567-443-6,192.168.10.5,49567,199.102.234.32,443,6,7/7/2017 9:16,6252966,10,10,999,4048,621,0,99.9,194.1760084,1691,0,404.8,659.786127,807.1369651,3.198482128,329103.4737,1365661.59,5967235,2,6252966,694774,1977509.494,5967235,3,248415,27601.66667,52597.93183,159166,2,0,0,0,0,212,208,1.599241064,1.599241064,0,1691,240.3333333,489.0126106,239133.3333,0,0,0,1,0,0,0,0,1,252.35,99.9,404.8,212,0,0,0,0,0,0,10,999,10,4048,8192,5318,9,20,285728,0,285728,285728,5967235,0,5967235,5967235,BENIGN
192.168.10.8-192.168.10.9-1426-1037-6,192.168.10.8,1426,192.168.10.9,1037,6,6/7/2017 3:08,51,1,3,6,18,6,6,6,0,6,6,6,0,470588.2353,78431.37255,17,26,47,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,19607.84314,58823.52941,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-58525-17,192.168.10.8,58525,192.168.10.3,53,17,6/7/2017 1:13,30822,2,2,86,142,43,43,43,0,71,71,71,0,7397.313607,129.7774317,10274,17750.93696,30771,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,40,64.88871585,64.88871585,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-59271-17,192.168.10.9,59271,192.168.10.3,53,17,5/7/2017 2:00,137,2,2,66,98,33,33,33,0,49,49,49,0,1197080.292,29197.08029,45.66666667,73.03652055,130,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,14598.54015,14598.54015,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-74.125.22.109-6860-465-6,192.168.10.9,6860,74.125.22.109,465,6,3/7/2017 4:28,99,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0,0,494949.4949,30303.0303,49.5,2.121320344,51,48,99,49.5,2.121320344,51,48,0,0,0,0,0,0,0,0,0,60,0,30303.0303,0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0,60,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-34274-80-6,172.16.0.1,34274,192.168.10.50,80,6,7/7/2017 4:10,6821310,5,0,30,0,6,6,6,0,0,0,0,0,4.397982206,0.732997034,1705327.5,3407335.428,6816330,3,6821310,1705327.5,3407335.428,6816330,3,0,0,0,0,0,0,0,0,0,100,0,0.732997034,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4980,0,4980,4980,6816330,0,6816330,6816330,DDoS
192.168.10.3-192.168.10.8-53-62043-17,192.168.10.8,62043,192.168.10.3,53,17,5/7/2017 9:35,60892,2,2,64,250,32,32,32,0,125,125,125,0,5156.670827,65.69007423,20297.33333,35146.4866,60881,1,10,10,0,10,10,1,1,0,1,1,0,0,0,0,40,40,32.84503711,32.84503711,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32,125,40,0,0,0,0,0,0,2,64,2,250,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.50.75.27-52848-80-6,192.168.10.14,52848,23.50.75.27,80,6,3/7/2017 10:41,115212824,17,14,514,1780,424,0,30.23529412,101.4812356,1774,0,127.1428571,474.0007882,19.91097797,0.26906727,3840427.467,4833237.361,10193516,34,115212824,7200801.5,4435452.601,10193516,2913,111571458,8582419.846,3812743.866,11023916,954,0,0,0,0,352,424,0.147553019,0.121514251,0,1774,71.6875,319.4237187,102031.5121,0,0,0,1,0,0,0,0,0,74,30.23529412,127.1428571,352,0,0,0,0,0,0,17,514,14,1780,8192,946,16,20,116614.4545,300905.7928,1023544,22988,10026230.09,59300.45221,10193516,9999399,BENIGN
192.168.10.15-104.27.146.180-53726-80-6,104.27.146.180,80,192.168.10.15,53726,6,5/7/2017 10:38,80,1,1,6,6,6,6,6,0,6,6,6,0,150000,25000,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12500,12500,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,29,256,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-54796-17,192.168.10.14,54796,192.168.10.3,53,17,7/7/2017 3:06,72123,4,2,148,202,37,37,37,0,101,101,101,0,4852.820875,83.19121501,14424.6,20155.17383,41873,2,30247,10082.33333,17420.69288,30198,2,3,3,0,3,3,0,0,0,0,80,40,55.46081001,27.730405,37,101,55.28571429,31.22880233,975.2380952,0,0,0,0,0,0,0,0,0,64.5,37,101,80,0,0,0,0,0,0,4,148,2,202,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.5-23.60.139.27-54625-80-6,23.60.139.27,80,192.168.10.5,54625,6,6/7/2017 2:19,2,2,0,12,0,6,6,6,0,0,0,0,0,6000000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,913,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-61124-80-6,172.16.0.1,61124,192.168.10.50,80,6,7/7/2017 4:03,3890296,5,0,30,0,6,6,6,0,0,0,0,0,7.711495475,1.285249246,972574,1943622.744,3888008,4,3890296,972574,1943622.744,3888008,4,0,0,0,0,0,0,0,0,0,100,0,1.285249246,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
192.168.10.3-192.168.10.14-53-50656-17,192.168.10.14,50656,192.168.10.3,53,17,5/7/2017 11:30,24157,2,2,76,172,38,38,38,0,86,86,86,0,10266.17544,165.5834748,8052.333333,13940.98828,24150,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,82.79173738,82.79173738,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38,86,40,0,0,0,0,0,0,2,76,2,172,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
129.6.15.29-192.168.10.17-123-123-17,192.168.10.17,123,129.6.15.29,123,17,5/7/2017 9:23,68030220,2,2,96,96,48,48,48,0,48,48,48,0,2.822275159,0.058797399,22700000,39200000,68000000,30186,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,40,52,0.0293987,0.0293987,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,30186,0,30186,30186,68000000,0,68000000,68000000,BENIGN
192.168.10.5-198.51.152.184-55865-80-6,192.168.10.5,55865,198.51.152.184,80,6,4/7/2017 11:21,86,2,0,0,0,0,0,0,0,0,0,0,0,0,23255.81395,86,0,86,86,86,86,0,86,86,0,0,0,0,0,0,0,0,0,40,0,23255.81395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-56410-17,192.168.10.9,56410,192.168.10.3,53,17,5/7/2017 3:21,61474,2,2,74,154,37,37,37,0,77,77,77,0,3708.885057,65.0681589,20491.33333,35486.8343,61468,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,32.53407945,32.53407945,37,77,53,21.9089023,480,0,0,0,0,0,0,0,0,1,66.25,37,77,40,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-2160-17,192.168.10.50,2160,192.168.10.3,53,17,7/7/2017 10:37,249,2,2,46,46,23,23,23,0,23,23,23,0,369477.9116,16064.25703,83,137.698947,242,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,8032.128514,8032.128514,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.17-53-33574-17,192.168.10.17,33574,192.168.10.3,53,17,6/7/2017 2:11,24123,2,2,64,200,32,32,32,0,100,100,100,0,10943.91245,165.8168553,8041,13916.1633,24110,1,12,12,0,12,12,1,1,0,1,1,0,0,0,0,64,64,82.90842764,82.90842764,32,100,59.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,74,32,100,64,0,0,0,0,0,0,2,64,2,200,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-24558-17,192.168.10.12,24558,192.168.10.3,53,17,5/7/2017 4:13,226,2,2,70,166,35,35,35,0,83,83,83,0,1044247.788,17699.11504,75.33333333,89.198281,175,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,64,64,8849.557522,8849.557522,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
169.55.70.227-192.168.10.9-80-12833-6,169.55.70.227,80,192.168.10.9,12833,6,4/7/2017 4:56,80,1,1,187,0,187,187,187,0,0,0,0,0,2337500,25000,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12500,12500,0,187,124.6666667,107.9645003,11656.33333,0,0,0,0,1,1,0,0,1,187,187,0,20,0,0,0,0,0,0,1,187,1,0,11,0,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-35694-80-6,192.168.10.50,80,172.16.0.1,35694,6,5/7/2017 10:43,98128531,5,5,11595,412,11595,0,2319,5185.44164,400,0,82.4,177.5691415,122.3599281,0.101907161,10900000,32700000,98100000,4,98100000,24500000,49100000,98100000,11,98100000,24500000,49100000,98100000,4,0,0,0,0,168,144,0.05095358,0.05095358,0,11595,1091.545455,3485.655042,12100000,0,0,0,0,1,0,0,0,1,1200.7,2319,82.4,168,0,0,0,0,0,0,5,11595,5,412,235,229,1,32,11843,0,11843,11843,98100000,0,98100000,98100000,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.168.10.3-192.168.10.8-53-63946-17,192.168.10.8,63946,192.168.10.3,53,17,4/7/2017 9:19,71665,2,2,104,220,52,52,52,0,110,110,110,0,4521.035373,55.81525152,23888.33333,41369.74487,71658,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,27.90762576,27.90762576,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94,52,110,40,0,0,0,0,0,0,2,104,2,220,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-192.82.242.21-52942-443-6,192.82.242.21,443,192.168.10.19,52942,6,6/7/2017 9:41,1055,2,1,29,6,23,6,14.5,12.02081528,6,6,6,0,33175.35545,2843.601896,527.5,695.0859659,1019,36,1055,1055,0,1055,1055,0,0,0,0,0,0,0,0,0,40,20,1895.734597,947.8672986,6,23,14.5,9.814954576,96.33333333,0,0,0,0,1,1,0,0,0,19.33333333,14.5,6,40,0,0,0,0,0,0,2,29,1,6,40958,0,1,20,0,0,0,0,0,0,0,0,BENIGN
172.217.10.36-192.168.10.25-443-58937-6,192.168.10.25,58937,172.217.10.36,443,6,4/7/2017 2:22,139185,10,5,1204,815,965,0,120.4,300.1715065,677,0,163,293.4825378,14505.87348,107.7702339,9941.785714,14723.60422,36692,48,139185,15465,20585.21045,52102,48,94517,23629.25,17421.98005,37195,578,0,0,0,0,332,168,71.84682257,35.92341129,0,965,126.1875,280.296086,78565.89583,0,0,0,1,0,0,0,0,0,134.6,120.4,163,332,0,0,0,0,0,0,10,1204,5,815,65535,362,5,32,0,0,0,0,0,0,0,0,BENIGN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.16.0.1-192.168.10.50-53128-80-6,172.16.0.1,53128,192.168.10.50,80,6,5/7/2017 10:48,85028124,8,7,379,11595,349,0,47.375,121.9050421,5792,0,1656.428571,2120.732252,140.8239937,0.176412219,6073437.429,22700000,84800000,1,84900000,12100000,32100000,84800000,1,85000000,14200000,34600000,84900000,45,0,0,0,0,204,232,0.094086517,0.082325702,0,5792,748.75,1577.83212,2489554.2,1,0,0,0,0,0,0,0,0,798.6666667,47.375,1656.428571,204,0,0,0,0,0,0,8,379,7,11595,0,235,5,20,10967,0,10967,10967,84800000,0,84800000,84800000,DoS Hulk
